,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_building_name0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_building_name1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_building_name2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
13176,13176,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,Anderson,70013085,,Bild,Der heilige Jakob,,,,"Crivelli, Carlo",Rom,Musei Vaticani,,,1477,,,,,,,,,,,,,,,,,,,,,,,,,,
13176scan,13176scan,2023.02.24,,,"['vor 1901', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013085,,Bild,Der heilige Jakob,,,,"Crivelli, Carlo",Rom,Musei Vaticani,,,1477,,,,,,,,,,,,,,,,,,,,,,,,,,
13731,13731,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1887,"Braun, Adolphe",70013104,,Bild,Der heilige Sebastian,,,,"Reni, Guido",Paris,Musée du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13731scan,13731scan,2023.03.01,,,"['vor 1887', '2022.10.04']","['Braun, Adolphe', 'Digitallabor KHI nach historischer Vorlage']",70013104,,Bild,Der heilige Sebastian,,,,"Reni, Guido",Paris,Musée du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13469,13469,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013007,,Bild,Die Anbetung der Hirten,,,,"Salviati, Francesco",Florenz,Galleria degli Uffizi,,,1549/1554,,,,,,,,,,,,,,,,,,,,,,,,,,
13469scan,13469scan,2023.02.03,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013007,,Bild,Die Anbetung der Hirten,,,,"Salviati, Francesco",Florenz,Galleria degli Uffizi,,,1549/1554,,,,,,,,,,,,,,,,,,,,,,,,,,
136095,136095,1942.10.09,,Mal. Ren.,vor 1903,Brogi,70013007,,Bild,Die Anbetung der Hirten,,,,"Salviati, Francesco",Florenz,Galleria degli Uffizi,,,1549/1554,,,,,,,,,,,,,,,,,,,,,,,,,,
13184,13184,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Bruckmann,70013213,,Bild,Bildnis des Franziskus Braccius,,tridentinisch,,,München,Alte Pinakothek München,,,um 1490,,,,,,,,,,,,,,,,,,,,,,,,,,
13184scan,13184scan,2023.04.17,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013213,,Bild,Bildnis des Franziskus Braccius,,tridentinisch,,,München,Alte Pinakothek München,,,um 1490,,,,,,,,,,,,,,,,,,,,,,,,,,
13478,13478,1912,"Buerkel, Ludwig von",Mal. Ren.,1899,"Tamme, Rudolph",07702810,,Bild,Ruhende Venus,,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13478scan,13478scan,2022.11.23,,,"['1899', '2022.10.04']","['Tamme, Rudolph', 'Digitallabor KHI nach historischer Vorlage']",07702810,,Bild,Ruhende Venus,,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157350,157350,1958.06.26,,Mal. Ren.,,,07702810,,Bild,Ruhende Venus,,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13690,13690,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1878,Brogi,70013019,,Bild,Madonna mit Kind,,,,Guercino,Turin,Galleria Sabauda,,,1651,,,,,,,,,,,,,,,,,,,,,,,,,,
13690scan,13690scan,2023.02.09,,,"['vor 1878', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70013019,,Bild,Madonna mit Kind,,,,Guercino,Turin,Galleria Sabauda,,,1651,,,,,,,,,,,,,,,,,,,,,,,,,,
13748,13748,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1897,Bruckmann,70013201,,Bild,Landschaft mit Reitern,,,,"Rosa, Salvator",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13748scan,13748scan,2023.04.13,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013201,,Bild,Landschaft mit Reitern,,,,"Rosa, Salvator",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13411,13411,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Bruckmann,70013128,,Bild,Musikalische Unterhaltung,,,,"Florigerio, Sebastiano",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13411scan,13411scan,2023.03.06,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013128,,Bild,Musikalische Unterhaltung,,,,"Florigerio, Sebastiano",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434446,434446,1986.05.16,"Heinemann, Fritz",Mal. Ren.,,"Heinemann, Fritz",70013128,,Bild,Musikalische Unterhaltung,,,,"Florigerio, Sebastiano",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307361,307361,1975.03.26,"Scherliess, Volker",Mal. Ren.,,unbekannt,70013128,,Bild,Musikalische Unterhaltung,,,,"Florigerio, Sebastiano",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13266,13266,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,"Mannelli, Anchise",70013116,,Bild,Justitia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13266scan,13266scan,2023.03.02,,,"['vor 1912', '2022.10.04']","['Mannelli, Anchise', 'Digitallabor KHI nach historischer Vorlage']",70013116,,Bild,Justitia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
416603,416603,1984.04.08,Vannini Parenti,Mal. Ren.,vor 1896,Alinari,70013116,,Bild,Justitia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
206621/1,206621/1,1965.09.24,"Feltrinelli, ?",Mal. Ren.,,unbekannt,70013116,,Bild,Justitia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13141,13141,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,07703325,,Bild,Madonna,,,,"Botticelli, Sandro",Mailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13141scan,13141scan,2022.11.23,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07703325,,Bild,Madonna,,,,"Botticelli, Sandro",Mailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417442,417442,1984.05.03,Vannini Parenti,Mal. Ren.,um 1900,,07703325,,Bild,Madonna,,,,"Botticelli, Sandro",Mailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417442scan,417442scan,2016.02.16,,,"['um 1900', '2013.11']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",07703325,,Bild,Madonna,,,,"Botticelli, Sandro",Mailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13225,13225,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,"Braun, Adolphe",70013086,,Bild,Madonna della Vittoria,,,,"Mantegna, Andrea",Paris,Musée du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13225scan,13225scan,2023.02.24,,,"['vor 1907', '2022.10.04']","['Braun, Adolphe', 'Digitallabor KHI nach historischer Vorlage']",70013086,,Bild,Madonna della Vittoria,,,,"Mantegna, Andrea",Paris,Musée du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13399,13399,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1894,"Tamme, Rudolph",70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13399scan,13399scan,2023.02.15,,,"['vor 1894', '2022.10.04']","['Tamme, Rudolph', 'Digitallabor KHI nach historischer Vorlage']",70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115208,115208,1937.09.01,,Mal. Ren.,,unbekannt,70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115209,115209,1937.09.01,,Mal. Ren.,,unbekannt,70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115210,115210,1937.09.01,,Mal. Ren.,,unbekannt,70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115211,115211,1937.09.01,,Mal. Ren.,,unbekannt,70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306,30306,1926.02.20,"Ergas, Rudolf",Mal. Ren.,vor 1906,Alinari,70013050,,Bild,Die Madonna des heiligen Georg,,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13168,13168,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1894,"Tamme, Rudolph",70013062,,Bild,Die Verkündigung,,,,"Cossa, Francesco del",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13168scan,13168scan,2023.02.16,,,"['vor 1894', '2022.10.04']","['Tamme, Rudolph', 'Digitallabor KHI nach historischer Vorlage']",70013062,,Bild,Die Verkündigung,,,,"Cossa, Francesco del",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157343,157343,1912,,Mal. Ren.,,unbekannt,70013062,,Bild,Die Verkündigung,,,,"Cossa, Francesco del",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417422,417422,1984.05.03,Vannini Parenti,Mal. Ren.,,Alinari,70013062,,Bild,Die Verkündigung,,,,"Cossa, Francesco del",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181856,181856,1962.11.09,,Mal. Ren.,,unbekannt,70013062,,Bild,Die Verkündigung,,,,"Cossa, Francesco del",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13322,13322,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,unbekannt,70013214,,Bild,Madonna mit Kind und Engeln,,florentinisch,,,,unbekannt,,,1476/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
13322scan,13322scan,2023.04.17,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013214,,Bild,Madonna mit Kind und Engeln,,florentinisch,,,,unbekannt,,,1476/1500,,,,,,,,,,,,,,,,,,,,,,,,,,
13747,13747,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1897,Bruckmann,70013202,,Bild,Küstenlandschaft mit Schloss,,,,"Rosa, Salvator",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13747scan,13747scan,2023.04.13,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013202,,Bild,Küstenlandschaft mit Schloss,,,,"Rosa, Salvator",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13537,13537,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,70013008,,Bild,"Madonna mit Kind, dem Johannesknaben und dem heiligen Joseph",,,,"Scarsella, Ippolito",Rom,Galleria Borghese,,,1592/1593,,,,,,,,,,,,,,,,,,,,,,,,,,
13537scan,13537scan,2023.02.06,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013008,,Bild,"Madonna mit Kind, dem Johannesknaben und dem heiligen Joseph",,,,"Scarsella, Ippolito",Rom,Galleria Borghese,,,1592/1593,,,,,,,,,,,,,,,,,,,,,,,,,,
13403,13403,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,unbekannt,70013129,,Bild,Allegorie der Wollust,,,,"Cariani, Giovanni",Rom,Galleria Borghese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13403scan,13403scan,2023.03.06,,,"['vor 1899', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013129,,Bild,Allegorie der Wollust,,,,"Cariani, Giovanni",Rom,Galleria Borghese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13286,13286,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013117,,Bild,Prudentia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13286scan,13286scan,2023.03.02,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013117,,Bild,Prudentia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
393468,393468,1981.10.26,"Pudelko, Georg",Mal. Ren.,vor 1878,Brogi,70013117,,Bild,Prudentia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
206622/2,206622/2,1965.09.24,"Feltrinelli, ?",Mal. Ren.,,unbekannt,70013117,,Bild,Prudentia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13636,13636,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,unbekannt,70013105,,Bild,Anna Selbdritt,,,,"Saraceni, Carlo",Rom,Galleria Nazionale d'Arte Antica,,,nach 1611,,,,,,,,,,,,,,,,,,,,,,,,,,
13636scan,13636scan,2023.03.01,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013105,,Bild,Anna Selbdritt,,,,"Saraceni, Carlo",Rom,Galleria Nazionale d'Arte Antica,,,nach 1611,,,,,,,,,,,,,,,,,,,,,,,,,,
152995,152995,1957.08.26,,Mal. Bar.,,unbekannt,70013105,,Bild,Anna Selbdritt,,,,"Saraceni, Carlo",Rom,Galleria Nazionale d'Arte Antica,,,nach 1611,,,,,,,,,,,,,,,,,,,,,,,,,,
137965,137965,1954.03.05,,Mal. Bar.,,Alinari,70013105,,Bild,Anna Selbdritt,,,,"Saraceni, Carlo",Rom,Galleria Nazionale d'Arte Antica,,,nach 1611,,,,,,,,,,,,,,,,,,,,,,,,,,
13586,13586,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,unbekannt,70001692,,Altarbild,Anbetung der Hirten,,,,"Neroni, Bartolommeo",,,Siena,San Niccolò al Carmine,1570-1571,,,,,,,,,,,,,,,,,,,,,,,,,,
13586scan,13586scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",70001692,,Altarbild,Anbetung der Hirten,,,,"Neroni, Bartolommeo",,,Siena,San Niccolò al Carmine,1570-1571,,,,,,,,,,,,,,,,,,,,,,,,,,
13682,13682,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,07701497,,Bild,Der ungläubige Thomas,,,,Guercino,Vatikan,"Monumenti, Musei e Gallerie Pontificie",,,nach 1621,,,,,,,,,,,,,,,,,,,,,,,,,,
13682scan,13682scan,2022.11.23,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07701497,,Bild,Der ungläubige Thomas,,,,Guercino,Vatikan,"Monumenti, Musei e Gallerie Pontificie",,,nach 1621,,,,,,,,,,,,,,,,,,,,,,,,,,
429358,429358,1985.11.05,"Baumgart, Fritz",Mal. Bar.,,"Moscioni, Romualdo",07701497,,Bild,Der ungläubige Thomas,,,,Guercino,Vatikan,"Monumenti, Musei e Gallerie Pontificie",,,nach 1621,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,13285,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,Alinari,70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
13285scan,13285scan,2023.02.22,,,"['vor 1912', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
393367,393367,1981.10.26,"Pudelko, Georg",Mal. Ren.,vor 1932,Brogi,70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
258201,258201,1970.03.23,Stiftung Volkswagenwerk,Mal. Ren.,vor 1932,Brogi,70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
285580,285580,1973.02.27,,Mal. Ren.,,Inst.-Photograph,70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
285579,285579,1973.02.27,,Mal. Ren.,,Inst.-Photograph,70013075,,Retabel,Seitentafeln mit Heiligem Augustinus und Schmerzensmutter,,,,"Botticini, Francesco",Florenz,Galleria dell'Accademia,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,
13348,13348,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013051,,Bild,Die Heilige Familie mit dem Johannesknaben,,,,"Beccafumi, Domenico",Florenz,"Galleria Palatina, Palazzo Pitti",,,um 1523,,,,,,,,,,,,,,,,,,,,,,,,,,
13348scan,13348scan,2023.02.15,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013051,,Bild,Die Heilige Familie mit dem Johannesknaben,,,,"Beccafumi, Domenico",Florenz,"Galleria Palatina, Palazzo Pitti",,,um 1523,,,,,,,,,,,,,,,,,,,,,,,,,,
13169,13169,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013063,,Bild,"Atlante, im Wettlauf von Hippomenes besiegt",,,,"Roberti, Ercole de'",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13169scan,13169scan,2023.02.16,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013063,,Bild,"Atlante, im Wettlauf von Hippomenes besiegt",,,,"Roberti, Ercole de'",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13773,13773,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,"Dubray, Luigi",70013203,,Bild,Veduta des Castel Nuovo in Neapel,,,,"Joli, Antonio",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13773scan,13773scan,2023.04.13,,,"['vor 1912', '2022.10.04']","['Dubray, Luigi', 'Digitallabor KHI nach historischer Vorlage']",70013203,,Bild,Veduta des Castel Nuovo in Neapel,,,,"Joli, Antonio",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13402,13402,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,Anderson,70013009,,Bild,Allegorie der Tugend,,,unvollendet,Correggio,Rom,Galleria Doria Pamphilj,,,1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
13402scan,13402scan,2023.02.06,,,"['vor 1901', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013009,,Bild,Allegorie der Tugend,,,unvollendet,Correggio,Rom,Galleria Doria Pamphilj,,,1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
375113,375113,1980.09.30,"De Palma, Annelie",Mal. Ren.,,unbekannt,70013009,,Bild,Allegorie der Tugend,,,unvollendet,Correggio,Rom,Galleria Doria Pamphilj,,,1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
437799,437799,1986.09.30,Mitteilungen KHI,Mal. Ren.,,unbekannt,70013009,,Bild,Allegorie der Tugend,,,unvollendet,Correggio,Rom,Galleria Doria Pamphilj,,,1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
13288,13288,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013118,,Bild,Caritas,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13288scan,13288scan,2023.03.03,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013118,,Bild,Caritas,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
206622/1,206622/1,1965.09.24,"Feltrinelli, ?",Mal. Ren.,,unbekannt,70013118,,Bild,Caritas,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13503,13503,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1897,Bruckmann,70013106,,Bild,Heilige Familie,,,,"Procaccini, Giulio Cesare",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13503scan,13503scan,2023.03.01,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013106,,Bild,Heilige Familie,,,,"Procaccini, Giulio Cesare",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345278,345278,1978.09.05,"Kultzen, Rolf",Mal. Bar.,,unbekannt,70013106,,Bild,Heilige Familie,,,,"Procaccini, Giulio Cesare",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,5227,1906.01.20,,Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
13422,13422,1912,"Buerkel, Ludwig von",Mal. Ren.,1900,"Tamme, Rudolph",07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
13422scan,13422scan,2022.11.21,,,"['1900', '2022.10.04']","['Tamme, Rudolph', 'Digitallabor KHI nach historischer Vorlage']",07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
18760,18760,1925.03.01,"Bodmer, Heinrich",Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
120493,120493,1938.12.19,,Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
157348,157348,1958.06.26,,Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
438678,438678,1986.10.22,"Kriegbaum, Friedrich",Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
492187,492187,1992.09.17,"Hueck, Irene",Mal. Ren.,,,07701001,,Bild,Schlafende Venus,,,,Giorgione,Dresden,Staatliche Kunstsammlungen Dresden,,,um 1510,,,,,,,,,,,,,,,,,,,,,,,,,,
13129,13129,1912,"Buerkel, Ludwig von",Mal. Ren.,1899,Bruckmann,07700384,,Bild,"Maria mit dem Kind, Johannes der Täufer und heilige Elisabeth",,,,"Bellini, Giovanni (1430)",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13129scan,13129scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",07700384,,Bild,"Maria mit dem Kind, Johannes der Täufer und heilige Elisabeth",,,,"Bellini, Giovanni (1430)",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155870,155870,1958.03.20,"Middeldorf, Ulrich",Mal. Ren.,,,07700384,,Bild,"Maria mit dem Kind, Johannes der Täufer und heilige Elisabeth",,,,"Bellini, Giovanni (1430)",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551860,551860,2000.02.29,"Tempestini, Anchise",Mal. Ren.,,,07700384,,Bild,"Maria mit dem Kind, Johannes der Täufer und heilige Elisabeth",,,,"Bellini, Giovanni (1430)",Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13547,13547,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,Hanfstaengl,07703129,,Bild,Venus und Adonis,,,,Tizian,Washington,National Gallery of Art,,,um 1560/1565,,,,,,,,,,,,,,,,,,,,,,,,,,
13547scan,13547scan,2022.11.24,,,"['vor 1912', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07703129,,Bild,Venus und Adonis,,,,Tizian,Washington,National Gallery of Art,,,um 1560/1565,,,,,,,,,,,,,,,,,,,,,,,,,,
